accepted,analytics,effective_points,length,number,points,story_ids,team_strength,velocity
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-09-15', 'feature', 0.0, 0], ['2014-09-15', 'bug', 0.0, 0], ['2014-09-15', 'chore', 0.0, 0], ['2014-09-15', 'release', 0.0, 0], ['2014-09-16', 'feature', 0.0, 0], ['2014-09-16', 'bug', 0.0, 0], ['2014-09-16', 'chore', 0.0, 1], ['2014-09-16', 'release', 0.0, 0], ['2014-09-17', 'feature', 0.0, 0], ['2014-09-17', 'bug', 0.0, 0], ['2014-09-17', 'chore', 0.0, 1], ['2014-09-17', 'release', 0.0, 0], ['2014-09-18', 'feature', 4.0, 3], ['2014-09-18', 'bug', 0.0, 0], ['2014-09-18', 'chore', 0.0, 1], ['2014-09-18', 'release', 0.0, 0], ['2014-09-19', 'feature', 1.0, 1], ['2014-09-19', 'bug', 0.0, 1], ['2014-09-19', 'chore', 0.0, 1], ['2014-09-19', 'release', 0.0, 0], ['2014-09-20', 'feature', 0.0, 0], ['2014-09-20', 'bug', 0.0, 0], ['2014-09-20', 'chore', 0.0, 0], ['2014-09-20', 'release', 0.0, 0], ['2014-09-21', 'feature', 7.0, 3], ['2014-09-21', 'bug', 0.0, 1], ['2014-09-21', 'chore', 0.0, 0], ['2014-09-21', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 13, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 3}",12.0,1,45,12,"[78866842, 78935926, 79151466, 72120872, 68414164, 78402580, 77245160, 78155742, 78502084, 76635896, 77478708, 75939098, 79038492]",1.0,6
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-09-22', 'feature', 0.0, 0], ['2014-09-22', 'bug', 0.0, 0], ['2014-09-22', 'chore', 0.0, 1], ['2014-09-22', 'release', 0.0, 0], ['2014-09-23', 'feature', 2.0, 1], ['2014-09-23', 'bug', 0.0, 0], ['2014-09-23', 'chore', 0.0, 0], ['2014-09-23', 'release', 0.0, 0], ['2014-09-24', 'feature', 0.0, 0], ['2014-09-24', 'bug', 0.0, 0], ['2014-09-24', 'chore', 0.0, 0], ['2014-09-24', 'release', 0.0, 0], ['2014-09-25', 'feature', 1.0, 1], ['2014-09-25', 'bug', 0.0, 0], ['2014-09-25', 'chore', 0.0, 2], ['2014-09-25', 'release', 0.0, 0], ['2014-09-26', 'feature', 2.0, 2], ['2014-09-26', 'bug', 0.0, 0], ['2014-09-26', 'chore', 0.0, 0], ['2014-09-26', 'release', 0.0, 0], ['2014-09-27', 'feature', 0.0, 0], ['2014-09-27', 'bug', 0.0, 0], ['2014-09-27', 'chore', 0.0, 0], ['2014-09-27', 'release', 0.0, 0], ['2014-09-28', 'feature', 0.0, 0], ['2014-09-28', 'bug', 0.0, 0], ['2014-09-28', 'chore', 0.0, 0], ['2014-09-28', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 7, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 5}",5.0,1,46,5,"[78665652, 78216530, 79375018, 79456996, 79525364, 79639054, 78756146]",1.0,6
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-09-29', 'feature', 4.0, 3], ['2014-09-29', 'bug', 0.0, 0], ['2014-09-29', 'chore', 0.0, 1], ['2014-09-29', 'release', 0.0, 0], ['2014-09-30', 'feature', 4.0, 4], ['2014-09-30', 'bug', 0.0, 0], ['2014-09-30', 'chore', 0.0, 1], ['2014-09-30', 'release', 0.0, 0], ['2014-10-01', 'feature', 1.0, 2], ['2014-10-01', 'bug', 0.0, 0], ['2014-10-01', 'chore', 0.0, 1], ['2014-10-01', 'release', 0.0, 0], ['2014-10-02', 'feature', 1.0, 1], ['2014-10-02', 'bug', 0.0, 0], ['2014-10-02', 'chore', 0.0, 2], ['2014-10-02', 'release', 0.0, 0], ['2014-10-03', 'feature', 3.0, 4], ['2014-10-03', 'bug', 0.0, 1], ['2014-10-03', 'chore', 0.0, 0], ['2014-10-03', 'release', 0.0, 0], ['2014-10-04', 'feature', 0.0, 0], ['2014-10-04', 'bug', 0.0, 0], ['2014-10-04', 'chore', 0.0, 0], ['2014-10-04', 'release', 0.0, 0], ['2014-10-05', 'feature', 3.0, 2], ['2014-10-05', 'bug', 0.0, 0], ['2014-10-05', 'chore', 0.0, 0], ['2014-10-05', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 22, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 3}",16.0,1,47,16,"[79735474, 71609160, 78155442, 79757882, 79639032, 78136588, 79202902, 78042384, 77816610, 79884978, 79558248, 78510404, 79953838, 78688186, 74010006, 79963332, 79663534, 79804710, 79892736, 78402044, 77089636, 76997004]",1.0,6
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-10-06', 'feature', 1.0, 1], ['2014-10-06', 'bug', 0.0, 0], ['2014-10-06', 'chore', 0.0, 0], ['2014-10-06', 'release', 0.0, 0], ['2014-10-07', 'feature', 0.0, 0], ['2014-10-07', 'bug', 0.0, 0], ['2014-10-07', 'chore', 0.0, 0], ['2014-10-07', 'release', 0.0, 0], ['2014-10-08', 'feature', 0.0, 0], ['2014-10-08', 'bug', 0.0, 1], ['2014-10-08', 'chore', 0.0, 0], ['2014-10-08', 'release', 0.0, 0], ['2014-10-09', 'feature', 0.0, 0], ['2014-10-09', 'bug', 0.0, 1], ['2014-10-09', 'chore', 0.0, 0], ['2014-10-09', 'release', 0.0, 0], ['2014-10-10', 'feature', 3.0, 4], ['2014-10-10', 'bug', 0.0, 0], ['2014-10-10', 'chore', 0.0, 0], ['2014-10-10', 'release', 0.0, 0], ['2014-10-11', 'feature', 0.0, 0], ['2014-10-11', 'bug', 0.0, 0], ['2014-10-11', 'chore', 0.0, 0], ['2014-10-11', 'release', 0.0, 0], ['2014-10-12', 'feature', 4.0, 2], ['2014-10-12', 'bug', 0.0, 1], ['2014-10-12', 'chore', 0.0, 0], ['2014-10-12', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 10, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",8.0,1,48,8,"[72728264, 78875888, 79178026, 79557284, 80393280, 79805910, 80054192, 79887754, 68141956, 53110543]",1.0,11
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-10-13', 'feature', 0.0, 0], ['2014-10-13', 'bug', 0.0, 0], ['2014-10-13', 'chore', 0.0, 0], ['2014-10-13', 'release', 0.0, 0], ['2014-10-14', 'feature', 0.0, 0], ['2014-10-14', 'bug', 0.0, 0], ['2014-10-14', 'chore', 0.0, 0], ['2014-10-14', 'release', 0.0, 0], ['2014-10-15', 'feature', 1.0, 1], ['2014-10-15', 'bug', 0.0, 1], ['2014-10-15', 'chore', 0.0, 0], ['2014-10-15', 'release', 0.0, 0], ['2014-10-16', 'feature', 0.0, 0], ['2014-10-16', 'bug', 0.0, 0], ['2014-10-16', 'chore', 0.0, 0], ['2014-10-16', 'release', 0.0, 0], ['2014-10-17', 'feature', 6.0, 2], ['2014-10-17', 'bug', 0.0, 0], ['2014-10-17', 'chore', 0.0, 0], ['2014-10-17', 'release', 0.0, 0], ['2014-10-18', 'feature', 0.0, 0], ['2014-10-18', 'bug', 0.0, 0], ['2014-10-18', 'chore', 0.0, 0], ['2014-10-18', 'release', 0.0, 0], ['2014-10-19', 'feature', 11.0, 4], ['2014-10-19', 'bug', 0.0, 0], ['2014-10-19', 'chore', 0.0, 0], ['2014-10-19', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 8, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 1}",36.0,1,49,18,"[80567156, 77242338, 79993652, 74744712, 78142518, 80756396, 80674000, 76839972]",0.5,9
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-10-20', 'feature', 0.0, 0], ['2014-10-20', 'bug', 0.0, 0], ['2014-10-20', 'chore', 0.0, 0], ['2014-10-20', 'release', 0.0, 0], ['2014-10-21', 'feature', 0.0, 0], ['2014-10-21', 'bug', 0.0, 0], ['2014-10-21', 'chore', 0.0, 0], ['2014-10-21', 'release', 0.0, 0], ['2014-10-22', 'feature', 3.0, 2], ['2014-10-22', 'bug', 0.0, 0], ['2014-10-22', 'chore', 0.0, 0], ['2014-10-22', 'release', 0.0, 0], ['2014-10-23', 'feature', 0.0, 0], ['2014-10-23', 'bug', 0.0, 0], ['2014-10-23', 'chore', 0.0, 1], ['2014-10-23', 'release', 0.0, 0], ['2014-10-24', 'feature', 0.0, 0], ['2014-10-24', 'bug', 0.0, 0], ['2014-10-24', 'chore', 0.0, 1], ['2014-10-24', 'release', 0.0, 0], ['2014-10-25', 'feature', 0.0, 0], ['2014-10-25', 'bug', 0.0, 0], ['2014-10-25', 'chore', 0.0, 0], ['2014-10-25', 'release', 0.0, 0], ['2014-10-26', 'feature', 0.0, 0], ['2014-10-26', 'bug', 0.0, 0], ['2014-10-26', 'chore', 0.0, 0], ['2014-10-26', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 4, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 1}",3.0,1,50,3,"[80843398, 76032540, 80950836, 81219724]",1.0,20
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-10-27', 'feature', 0.0, 0], ['2014-10-27', 'bug', 0.0, 0], ['2014-10-27', 'chore', 0.0, 0], ['2014-10-27', 'release', 0.0, 0], ['2014-10-28', 'feature', 2.0, 2], ['2014-10-28', 'bug', 0.0, 0], ['2014-10-28', 'chore', 0.0, 0], ['2014-10-28', 'release', 0.0, 0], ['2014-10-29', 'feature', 0.0, 0], ['2014-10-29', 'bug', 0.0, 0], ['2014-10-29', 'chore', 0.0, 0], ['2014-10-29', 'release', 0.0, 0], ['2014-10-30', 'feature', 1.0, 1], ['2014-10-30', 'bug', 0.0, 0], ['2014-10-30', 'chore', 0.0, 0], ['2014-10-30', 'release', 0.0, 0], ['2014-10-31', 'feature', 0.0, 0], ['2014-10-31', 'bug', 0.0, 0], ['2014-10-31', 'chore', 0.0, 0], ['2014-10-31', 'release', 0.0, 0], ['2014-11-01', 'feature', 0.0, 0], ['2014-11-01', 'bug', 0.0, 0], ['2014-11-01', 'chore', 0.0, 0], ['2014-11-01', 'release', 0.0, 0], ['2014-11-02', 'feature', 0.0, 0], ['2014-11-02', 'bug', 0.0, 0], ['2014-11-02', 'chore', 0.0, 0], ['2014-11-02', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 3, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 1}",3.0,1,51,3,"[79503492, 71252412, 80767128]",1.0,15
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-11-03', 'feature', 0.0, 0], ['2014-11-03', 'bug', 0.0, 0], ['2014-11-03', 'chore', 0.0, 0], ['2014-11-03', 'release', 0.0, 0], ['2014-11-04', 'feature', 2.0, 1], ['2014-11-04', 'bug', 0.0, 0], ['2014-11-04', 'chore', 0.0, 0], ['2014-11-04', 'release', 0.0, 0], ['2014-11-05', 'feature', 2.0, 2], ['2014-11-05', 'bug', 0.0, 1], ['2014-11-05', 'chore', 0.0, 0], ['2014-11-05', 'release', 0.0, 0], ['2014-11-06', 'feature', 3.0, 2], ['2014-11-06', 'bug', 0.0, 0], ['2014-11-06', 'chore', 0.0, 0], ['2014-11-06', 'release', 0.0, 0], ['2014-11-07', 'feature', 0.0, 0], ['2014-11-07', 'bug', 0.0, 0], ['2014-11-07', 'chore', 0.0, 0], ['2014-11-07', 'release', 0.0, 0], ['2014-11-08', 'feature', 0.0, 0], ['2014-11-08', 'bug', 0.0, 0], ['2014-11-08', 'chore', 0.0, 0], ['2014-11-08', 'release', 0.0, 0], ['2014-11-09', 'feature', 0.0, 0], ['2014-11-09', 'bug', 0.0, 0], ['2014-11-09', 'chore', 0.0, 0], ['2014-11-09', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 6, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",7.0,1,52,7,"[80231858, 81736572, 81804294, 82054334, 81130790, 80578780]",1.0,14
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-11-10', 'feature', 0.0, 0], ['2014-11-10', 'bug', 0.0, 0], ['2014-11-10', 'chore', 0.0, 0], ['2014-11-10', 'release', 0.0, 0], ['2014-11-11', 'feature', 0.0, 1], ['2014-11-11', 'bug', 0.0, 0], ['2014-11-11', 'chore', 0.0, 0], ['2014-11-11', 'release', 0.0, 0], ['2014-11-12', 'feature', 2.0, 2], ['2014-11-12', 'bug', 0.0, 0], ['2014-11-12', 'chore', 0.0, 1], ['2014-11-12', 'release', 0.0, 0], ['2014-11-13', 'feature', 0.0, 0], ['2014-11-13', 'bug', 0.0, 0], ['2014-11-13', 'chore', 0.0, 0], ['2014-11-13', 'release', 0.0, 0], ['2014-11-14', 'feature', 0.0, 0], ['2014-11-14', 'bug', 0.0, 0], ['2014-11-14', 'chore', 0.0, 2], ['2014-11-14', 'release', 0.0, 0], ['2014-11-15', 'feature', 0.0, 0], ['2014-11-15', 'bug', 0.0, 0], ['2014-11-15', 'chore', 0.0, 0], ['2014-11-15', 'release', 0.0, 0], ['2014-11-16', 'feature', 0.0, 0], ['2014-11-16', 'bug', 0.0, 0], ['2014-11-16', 'chore', 0.0, 0], ['2014-11-16', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 6, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",2.0,1,53,2,"[82439056, 82580568, 82415550, 82162190, 81611698, 81612110]",1.0,4
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-11-17', 'feature', 0.0, 0], ['2014-11-17', 'bug', 0.0, 0], ['2014-11-17', 'chore', 0.0, 1], ['2014-11-17', 'release', 0.0, 0], ['2014-11-18', 'feature', 0.0, 0], ['2014-11-18', 'bug', 0.0, 0], ['2014-11-18', 'chore', 0.0, 1], ['2014-11-18', 'release', 0.0, 0], ['2014-11-19', 'feature', 0.0, 0], ['2014-11-19', 'bug', 0.0, 0], ['2014-11-19', 'chore', 0.0, 0], ['2014-11-19', 'release', 0.0, 0], ['2014-11-20', 'feature', 0.0, 0], ['2014-11-20', 'bug', 0.0, 0], ['2014-11-20', 'chore', 0.0, 1], ['2014-11-20', 'release', 0.0, 0], ['2014-11-21', 'feature', 2.0, 2], ['2014-11-21', 'bug', 0.0, 0], ['2014-11-21', 'chore', 0.0, 0], ['2014-11-21', 'release', 0.0, 0], ['2014-11-22', 'feature', 0.0, 0], ['2014-11-22', 'bug', 0.0, 0], ['2014-11-22', 'chore', 0.0, 0], ['2014-11-22', 'release', 0.0, 0], ['2014-11-23', 'feature', 1.0, 1], ['2014-11-23', 'bug', 0.0, 0], ['2014-11-23', 'chore', 0.0, 0], ['2014-11-23', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 6, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",3.0,1,54,3,"[82871804, 81992472, 83136346, 82678498, 82769162, 80765688]",1.0,4
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-11-24', 'feature', 0.0, 0], ['2014-11-24', 'bug', 0.0, 0], ['2014-11-24', 'chore', 0.0, 0], ['2014-11-24', 'release', 0.0, 0], ['2014-11-25', 'feature', 0.0, 0], ['2014-11-25', 'bug', 0.0, 0], ['2014-11-25', 'chore', 0.0, 0], ['2014-11-25', 'release', 0.0, 0], ['2014-11-26', 'feature', 0.0, 0], ['2014-11-26', 'bug', 0.0, 0], ['2014-11-26', 'chore', 0.0, 0], ['2014-11-26', 'release', 0.0, 0], ['2014-11-27', 'feature', 0.0, 0], ['2014-11-27', 'bug', 0.0, 0], ['2014-11-27', 'chore', 0.0, 0], ['2014-11-27', 'release', 0.0, 0], ['2014-11-28', 'feature', 0.0, 0], ['2014-11-28', 'bug', 0.0, 0], ['2014-11-28', 'chore', 0.0, 0], ['2014-11-28', 'release', 0.0, 0], ['2014-11-29', 'feature', 0.0, 0], ['2014-11-29', 'bug', 0.0, 0], ['2014-11-29', 'chore', 0.0, 0], ['2014-11-29', 'release', 0.0, 0], ['2014-11-30', 'feature', 0.0, 0], ['2014-11-30', 'bug', 0.0, 0], ['2014-11-30', 'chore', 0.0, 0], ['2014-11-30', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",0.0,1,55,0,[],0.4,4
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-12-01', 'feature', 2.0, 1], ['2014-12-01', 'bug', 0.0, 0], ['2014-12-01', 'chore', 0.0, 2], ['2014-12-01', 'release', 0.0, 0], ['2014-12-02', 'feature', 0.0, 0], ['2014-12-02', 'bug', 0.0, 0], ['2014-12-02', 'chore', 0.0, 0], ['2014-12-02', 'release', 0.0, 0], ['2014-12-03', 'feature', 1.0, 1], ['2014-12-03', 'bug', 0.0, 0], ['2014-12-03', 'chore', 0.0, 1], ['2014-12-03', 'release', 0.0, 0], ['2014-12-04', 'feature', 0.0, 0], ['2014-12-04', 'bug', 0.0, 0], ['2014-12-04', 'chore', 0.0, 1], ['2014-12-04', 'release', 0.0, 0], ['2014-12-05', 'feature', 0.0, 0], ['2014-12-05', 'bug', 0.0, 0], ['2014-12-05', 'chore', 0.0, 0], ['2014-12-05', 'release', 0.0, 0], ['2014-12-06', 'feature', 0.0, 0], ['2014-12-06', 'bug', 0.0, 0], ['2014-12-06', 'chore', 0.0, 0], ['2014-12-06', 'release', 0.0, 0], ['2014-12-07', 'feature', 9.0, 3], ['2014-12-07', 'bug', 0.0, 3], ['2014-12-07', 'chore', 0.0, 0], ['2014-12-07', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 12, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",12.0,1,56,12,"[82756926, 83682978, 79810782, 79834786, 80040384, 83887114, 80840686, 82593254, 83863904, 81404532, 83887864, 83792678]",1.0,1
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-12-08', 'feature', 0.0, 0], ['2014-12-08', 'bug', 0.0, 0], ['2014-12-08', 'chore', 0.0, 0], ['2014-12-08', 'release', 0.0, 0], ['2014-12-09', 'feature', 0.0, 0], ['2014-12-09', 'bug', 0.0, 0], ['2014-12-09', 'chore', 0.0, 0], ['2014-12-09', 'release', 0.0, 0], ['2014-12-10', 'feature', 5.0, 4], ['2014-12-10', 'bug', 0.0, 1], ['2014-12-10', 'chore', 0.0, 1], ['2014-12-10', 'release', 0.0, 0], ['2014-12-11', 'feature', 1.0, 1], ['2014-12-11', 'bug', 0.0, 2], ['2014-12-11', 'chore', 0.0, 0], ['2014-12-11', 'release', 0.0, 0], ['2014-12-12', 'feature', 3.0, 2], ['2014-12-12', 'bug', 0.0, 0], ['2014-12-12', 'chore', 0.0, 0], ['2014-12-12', 'release', 0.0, 0], ['2014-12-13', 'feature', 0.0, 0], ['2014-12-13', 'bug', 0.0, 0], ['2014-12-13', 'chore', 0.0, 0], ['2014-12-13', 'release', 0.0, 0], ['2014-12-14', 'feature', 0.0, 0], ['2014-12-14', 'bug', 0.0, 0], ['2014-12-14', 'chore', 0.0, 0], ['2014-12-14', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 11, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 1}",9.0,1,57,9,"[80315268, 83720606, 83720652, 84138570, 80340124, 81966000, 83141758, 82233156, 83720564, 84139938, 82580826]",1.0,5
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-12-15', 'feature', 1.0, 1], ['2014-12-15', 'bug', 0.0, 1], ['2014-12-15', 'chore', 0.0, 0], ['2014-12-15', 'release', 0.0, 0], ['2014-12-16', 'feature', 4.0, 2], ['2014-12-16', 'bug', 0.0, 0], ['2014-12-16', 'chore', 0.0, 1], ['2014-12-16', 'release', 0.0, 0], ['2014-12-17', 'feature', 0.0, 0], ['2014-12-17', 'bug', 0.0, 0], ['2014-12-17', 'chore', 0.0, 1], ['2014-12-17', 'release', 0.0, 0], ['2014-12-18', 'feature', 4.0, 3], ['2014-12-18', 'bug', 0.0, 0], ['2014-12-18', 'chore', 0.0, 0], ['2014-12-18', 'release', 0.0, 0], ['2014-12-19', 'feature', 1.0, 1], ['2014-12-19', 'bug', 0.0, 1], ['2014-12-19', 'chore', 0.0, 0], ['2014-12-19', 'release', 0.0, 0], ['2014-12-20', 'feature', 0.0, 0], ['2014-12-20', 'bug', 0.0, 0], ['2014-12-20', 'chore', 0.0, 0], ['2014-12-20', 'release', 0.0, 0], ['2014-12-21', 'feature', 0.0, 0], ['2014-12-21', 'bug', 0.0, 0], ['2014-12-21', 'chore', 0.0, 0], ['2014-12-21', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 11, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 0}",10.0,1,58,10,"[84406944, 81387812, 84506542, 84156058, 84701966, 84728390, 84559336, 80672056, 83801718, 83717118, 84699078]",1.0,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-12-22', 'feature', 2.0, 1], ['2014-12-22', 'bug', 0.0, 0], ['2014-12-22', 'chore', 0.0, 0], ['2014-12-22', 'release', 0.0, 0], ['2014-12-23', 'feature', 10.0, 7], ['2014-12-23', 'bug', 0.0, 0], ['2014-12-23', 'chore', 0.0, 2], ['2014-12-23', 'release', 0.0, 0], ['2014-12-24', 'feature', 4.0, 3], ['2014-12-24', 'bug', 0.0, 0], ['2014-12-24', 'chore', 0.0, 0], ['2014-12-24', 'release', 0.0, 0], ['2014-12-25', 'feature', 0.0, 0], ['2014-12-25', 'bug', 0.0, 0], ['2014-12-25', 'chore', 0.0, 0], ['2014-12-25', 'release', 0.0, 0], ['2014-12-26', 'feature', 0.0, 0], ['2014-12-26', 'bug', 0.0, 0], ['2014-12-26', 'chore', 0.0, 0], ['2014-12-26', 'release', 0.0, 0], ['2014-12-27', 'feature', 0.0, 0], ['2014-12-27', 'bug', 0.0, 0], ['2014-12-27', 'chore', 0.0, 0], ['2014-12-27', 'release', 0.0, 0], ['2014-12-28', 'feature', 0.0, 0], ['2014-12-28', 'bug', 0.0, 0], ['2014-12-28', 'chore', 0.0, 0], ['2014-12-28', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 13, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 1}",16.0,1,59,16,"[81992382, 84896364, 84810548, 84810510, 84893804, 84810640, 85034464, 84139616, 85100456, 84717348, 84810698, 84703942, 83961504]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-12-29', 'feature', 0.0, 0], ['2014-12-29', 'bug', 0.0, 0], ['2014-12-29', 'chore', 0.0, 3], ['2014-12-29', 'release', 0.0, 0], ['2014-12-30', 'feature', 4.0, 3], ['2014-12-30', 'bug', 0.0, 0], ['2014-12-30', 'chore', 0.0, 1], ['2014-12-30', 'release', 0.0, 0], ['2014-12-31', 'feature', 0.0, 0], ['2014-12-31', 'bug', 0.0, 0], ['2014-12-31', 'chore', 0.0, 0], ['2014-12-31', 'release', 0.0, 0], ['2015-01-01', 'feature', 0.0, 0], ['2015-01-01', 'bug', 0.0, 0], ['2015-01-01', 'chore', 0.0, 0], ['2015-01-01', 'release', 0.0, 0], ['2015-01-02', 'feature', 0.0, 0], ['2015-01-02', 'bug', 0.0, 0], ['2015-01-02', 'chore', 0.0, 0], ['2015-01-02', 'release', 0.0, 0], ['2015-01-03', 'feature', 0.0, 0], ['2015-01-03', 'bug', 0.0, 0], ['2015-01-03', 'chore', 0.0, 0], ['2015-01-03', 'release', 0.0, 0], ['2015-01-04', 'feature', 0.0, 0], ['2015-01-04', 'bug', 0.0, 0], ['2015-01-04', 'chore', 0.0, 0], ['2015-01-04', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 7, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 0}",6.666666666666667,1,60,4,"[85231060, 85231014, 85167460, 85272180, 84172054, 84893348, 84348176]",0.6,11
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-01-05', 'feature', 0.0, 0], ['2015-01-05', 'bug', 0.0, 0], ['2015-01-05', 'chore', 0.0, 2], ['2015-01-05', 'release', 0.0, 0], ['2015-01-06', 'feature', 0.0, 0], ['2015-01-06', 'bug', 0.0, 0], ['2015-01-06', 'chore', 0.0, 1], ['2015-01-06', 'release', 0.0, 0], ['2015-01-07', 'feature', 0.0, 0], ['2015-01-07', 'bug', 0.0, 1], ['2015-01-07', 'chore', 0.0, 1], ['2015-01-07', 'release', 0.0, 0], ['2015-01-08', 'feature', 3.0, 2], ['2015-01-08', 'bug', 0.0, 1], ['2015-01-08', 'chore', 0.0, 0], ['2015-01-08', 'release', 0.0, 0], ['2015-01-09', 'feature', 0.0, 0], ['2015-01-09', 'bug', 0.0, 0], ['2015-01-09', 'chore', 0.0, 0], ['2015-01-09', 'release', 0.0, 0], ['2015-01-10', 'feature', 0.0, 0], ['2015-01-10', 'bug', 0.0, 0], ['2015-01-10', 'chore', 0.0, 0], ['2015-01-10', 'release', 0.0, 0], ['2015-01-11', 'feature', 0.0, 0], ['2015-01-11', 'bug', 0.0, 0], ['2015-01-11', 'chore', 0.0, 0], ['2015-01-11', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 8, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",3.0,1,61,3,"[85445328, 85486572, 85556920, 85641588, 80842620, 65509840, 85037548, 83519092]",1.0,10
