accepted,analytics,effective_points,length,number,points,story_ids,team_strength,velocity
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-12-21', 'feature', 1.0, 1], ['2015-12-21', 'bug', 0.0, 0], ['2015-12-21', 'chore', 0.0, 3], ['2015-12-21', 'release', 0.0, 0], ['2015-12-22', 'feature', 2.0, 1], ['2015-12-22', 'bug', 0.0, 0], ['2015-12-22', 'chore', 0.0, 0], ['2015-12-22', 'release', 0.0, 0], ['2015-12-23', 'feature', 0.0, 0], ['2015-12-23', 'bug', 0.0, 1], ['2015-12-23', 'chore', 0.0, 1], ['2015-12-23', 'release', 0.0, 0], ['2015-12-24', 'feature', 0.0, 0], ['2015-12-24', 'bug', 0.0, 0], ['2015-12-24', 'chore', 0.0, 0], ['2015-12-24', 'release', 0.0, 0], ['2015-12-25', 'feature', 0.0, 0], ['2015-12-25', 'bug', 0.0, 0], ['2015-12-25', 'chore', 0.0, 0], ['2015-12-25', 'release', 0.0, 0], ['2015-12-26', 'feature', 0.0, 0], ['2015-12-26', 'bug', 0.0, 0], ['2015-12-26', 'chore', 0.0, 0], ['2015-12-26', 'release', 0.0, 0], ['2015-12-27', 'feature', 0.0, 0], ['2015-12-27', 'bug', 0.0, 0], ['2015-12-27', 'chore', 0.0, 0], ['2015-12-27', 'release', 0.0, 0]]}","{'cycle_time': 71256000, 'stories_accepted': 7, 'rejection_rate': 66.666667, 'kind': 'analytics', 'bugs_created': 4}",3.0,1,111,3,"[110346322, 110374416, 110436802, 110351808, 110183138, 110615866, 110682184]",1.0,25
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-12-28', 'feature', 0.0, 0], ['2015-12-28', 'bug', 0.0, 0], ['2015-12-28', 'chore', 0.0, 0], ['2015-12-28', 'release', 0.0, 0], ['2015-12-29', 'feature', 0.0, 0], ['2015-12-29', 'bug', 0.0, 0], ['2015-12-29', 'chore', 0.0, 0], ['2015-12-29', 'release', 0.0, 0], ['2015-12-30', 'feature', 0.0, 0], ['2015-12-30', 'bug', 0.0, 0], ['2015-12-30', 'chore', 0.0, 0], ['2015-12-30', 'release', 0.0, 0], ['2015-12-31', 'feature', 0.0, 0], ['2015-12-31', 'bug', 0.0, 0], ['2015-12-31', 'chore', 0.0, 0], ['2015-12-31', 'release', 0.0, 0], ['2016-01-01', 'feature', 0.0, 0], ['2016-01-01', 'bug', 0.0, 0], ['2016-01-01', 'chore', 0.0, 0], ['2016-01-01', 'release', 0.0, 0], ['2016-01-02', 'feature', 0.0, 0], ['2016-01-02', 'bug', 0.0, 0], ['2016-01-02', 'chore', 0.0, 0], ['2016-01-02', 'release', 0.0, 0], ['2016-01-03', 'feature', 0.0, 0], ['2016-01-03', 'bug', 0.0, 0], ['2016-01-03', 'chore', 0.0, 0], ['2016-01-03', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 1}",0.0,1,112,0,[],1.0,20
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-01-04', 'feature', 8.0, 5], ['2016-01-04', 'bug', 0.0, 1], ['2016-01-04', 'chore', 0.0, 0], ['2016-01-04', 'release', 0.0, 0], ['2016-01-05', 'feature', 8.0, 7], ['2016-01-05', 'bug', 0.0, 0], ['2016-01-05', 'chore', 0.0, 1], ['2016-01-05', 'release', 0.0, 1], ['2016-01-06', 'feature', 12.0, 7], ['2016-01-06', 'bug', 0.0, 1], ['2016-01-06', 'chore', 0.0, 0], ['2016-01-06', 'release', 0.0, 0], ['2016-01-07', 'feature', 8.0, 6], ['2016-01-07', 'bug', 0.0, 2], ['2016-01-07', 'chore', 0.0, 0], ['2016-01-07', 'release', 0.0, 1], ['2016-01-08', 'feature', 0.0, 0], ['2016-01-08', 'bug', 0.0, 0], ['2016-01-08', 'chore', 0.0, 0], ['2016-01-08', 'release', 0.0, 0], ['2016-01-09', 'feature', 0.0, 0], ['2016-01-09', 'bug', 0.0, 0], ['2016-01-09', 'chore', 0.0, 0], ['2016-01-09', 'release', 0.0, 0], ['2016-01-10', 'feature', 0.0, 0], ['2016-01-10', 'bug', 0.0, 0], ['2016-01-10', 'chore', 0.0, 0], ['2016-01-10', 'release', 0.0, 0]]}","{'cycle_time': 867257000, 'stories_accepted': 30, 'rejection_rate': 10.344828, 'kind': 'analytics', 'bugs_created': 6}",135.0,1,113,135,"[110535308, 109985564, 110358328, 109493708, 102091336, 94607678, 110782790, 104038802, 110118628, 109161914, 88572424, 109483880, 98978184, 98978178, 104771792, 110440702, 110640316, 101301276, 111103500, 111079610, 109914094, 111026042, 108029536, 110990282, 110990384, 103688828, 104038532, 111023548, 111109032, 100170490, 107096482, 107963970, 103869294, 108812110, 110539128, 104038244, 110536080, 110538912, 107262134, 108987020, 104037948, 110368764, 110375758, 110190940, 107424238, 110365872, 110779166, 110108938, 110110180, 110114888, 110541840, 101003788, 107648464, 103440490, 111113432, 109937840, 101543812, 110990098, 111081488, 111188910, 111189240, 109478174, 111190086, 106121600, 110377630, 106964214, 111164944, 107752876, 63339192, 98978100, 110110150, 110541930, 110542084, 103875276, 99751052, 102805692, 109224480, 110990348, 111075644, 111108272, 111111028, 111025994, 111113444, 111113456, 111108202, 111190268, 111113472, 111244552, 111273654, 111192606]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-01-11', 'feature', 0.0, 0], ['2016-01-11', 'bug', 0.0, 0], ['2016-01-11', 'chore', 0.0, 0], ['2016-01-11', 'release', 0.0, 0], ['2016-01-12', 'feature', 0.0, 0], ['2016-01-12', 'bug', 0.0, 0], ['2016-01-12', 'chore', 0.0, 0], ['2016-01-12', 'release', 0.0, 0], ['2016-01-13', 'feature', 0.0, 0], ['2016-01-13', 'bug', 0.0, 0], ['2016-01-13', 'chore', 0.0, 0], ['2016-01-13', 'release', 0.0, 0], ['2016-01-14', 'feature', 0.0, 0], ['2016-01-14', 'bug', 0.0, 0], ['2016-01-14', 'chore', 0.0, 0], ['2016-01-14', 'release', 0.0, 0], ['2016-01-15', 'feature', 0.0, 0], ['2016-01-15', 'bug', 0.0, 0], ['2016-01-15', 'chore', 0.0, 0], ['2016-01-15', 'release', 0.0, 0], ['2016-01-16', 'feature', 0.0, 0], ['2016-01-16', 'bug', 0.0, 0], ['2016-01-16', 'chore', 0.0, 0], ['2016-01-16', 'release', 0.0, 0], ['2016-01-17', 'feature', 0.0, 0], ['2016-01-17', 'bug', 0.0, 0], ['2016-01-17', 'chore', 0.0, 0], ['2016-01-17', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",10.0,1,114,10,"[111009072, 111244422, 104038502, 110879584, 100610872, 111113482, 111113494, 111113502, 111113518]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-01-18', 'feature', 0.0, 0], ['2016-01-18', 'bug', 0.0, 0], ['2016-01-18', 'chore', 0.0, 0], ['2016-01-18', 'release', 0.0, 0], ['2016-01-19', 'feature', 0.0, 0], ['2016-01-19', 'bug', 0.0, 0], ['2016-01-19', 'chore', 0.0, 0], ['2016-01-19', 'release', 0.0, 0], ['2016-01-20', 'feature', 0.0, 0], ['2016-01-20', 'bug', 0.0, 0], ['2016-01-20', 'chore', 0.0, 0], ['2016-01-20', 'release', 0.0, 0], ['2016-01-21', 'feature', 0.0, 0], ['2016-01-21', 'bug', 0.0, 0], ['2016-01-21', 'chore', 0.0, 0], ['2016-01-21', 'release', 0.0, 0], ['2016-01-22', 'feature', 0.0, 0], ['2016-01-22', 'bug', 0.0, 0], ['2016-01-22', 'chore', 0.0, 0], ['2016-01-22', 'release', 0.0, 0], ['2016-01-23', 'feature', 0.0, 0], ['2016-01-23', 'bug', 0.0, 0], ['2016-01-23', 'chore', 0.0, 0], ['2016-01-23', 'release', 0.0, 0], ['2016-01-24', 'feature', 0.0, 0], ['2016-01-24', 'bug', 0.0, 0], ['2016-01-24', 'chore', 0.0, 0], ['2016-01-24', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",8.0,1,115,8,"[110542034, 110542444, 110117296]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-01-25', 'feature', 0.0, 0], ['2016-01-25', 'bug', 0.0, 0], ['2016-01-25', 'chore', 0.0, 0], ['2016-01-25', 'release', 0.0, 0], ['2016-01-26', 'feature', 0.0, 0], ['2016-01-26', 'bug', 0.0, 0], ['2016-01-26', 'chore', 0.0, 0], ['2016-01-26', 'release', 0.0, 0], ['2016-01-27', 'feature', 0.0, 0], ['2016-01-27', 'bug', 0.0, 0], ['2016-01-27', 'chore', 0.0, 0], ['2016-01-27', 'release', 0.0, 0], ['2016-01-28', 'feature', 0.0, 0], ['2016-01-28', 'bug', 0.0, 0], ['2016-01-28', 'chore', 0.0, 0], ['2016-01-28', 'release', 0.0, 0], ['2016-01-29', 'feature', 0.0, 0], ['2016-01-29', 'bug', 0.0, 0], ['2016-01-29', 'chore', 0.0, 0], ['2016-01-29', 'release', 0.0, 0], ['2016-01-30', 'feature', 0.0, 0], ['2016-01-30', 'bug', 0.0, 0], ['2016-01-30', 'chore', 0.0, 0], ['2016-01-30', 'release', 0.0, 0], ['2016-01-31', 'feature', 0.0, 0], ['2016-01-31', 'bug', 0.0, 0], ['2016-01-31', 'chore', 0.0, 0], ['2016-01-31', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",9.0,1,116,9,"[109771344, 108399324, 98242738, 98027980, 101435040, 101435148, 103875404, 110273634, 108728926, 101785624, 107622198]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-02-01', 'feature', 0.0, 0], ['2016-02-01', 'bug', 0.0, 0], ['2016-02-01', 'chore', 0.0, 0], ['2016-02-01', 'release', 0.0, 0], ['2016-02-02', 'feature', 0.0, 0], ['2016-02-02', 'bug', 0.0, 0], ['2016-02-02', 'chore', 0.0, 0], ['2016-02-02', 'release', 0.0, 0], ['2016-02-03', 'feature', 0.0, 0], ['2016-02-03', 'bug', 0.0, 0], ['2016-02-03', 'chore', 0.0, 0], ['2016-02-03', 'release', 0.0, 0], ['2016-02-04', 'feature', 0.0, 0], ['2016-02-04', 'bug', 0.0, 0], ['2016-02-04', 'chore', 0.0, 0], ['2016-02-04', 'release', 0.0, 0], ['2016-02-05', 'feature', 0.0, 0], ['2016-02-05', 'bug', 0.0, 0], ['2016-02-05', 'chore', 0.0, 0], ['2016-02-05', 'release', 0.0, 0], ['2016-02-06', 'feature', 0.0, 0], ['2016-02-06', 'bug', 0.0, 0], ['2016-02-06', 'chore', 0.0, 0], ['2016-02-06', 'release', 0.0, 0], ['2016-02-07', 'feature', 0.0, 0], ['2016-02-07', 'bug', 0.0, 0], ['2016-02-07', 'chore', 0.0, 0], ['2016-02-07', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",12.0,1,117,12,"[104951944, 104951964, 104952654]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-02-08', 'feature', 0.0, 0], ['2016-02-08', 'bug', 0.0, 0], ['2016-02-08', 'chore', 0.0, 0], ['2016-02-08', 'release', 0.0, 0], ['2016-02-09', 'feature', 0.0, 0], ['2016-02-09', 'bug', 0.0, 0], ['2016-02-09', 'chore', 0.0, 0], ['2016-02-09', 'release', 0.0, 0], ['2016-02-10', 'feature', 0.0, 0], ['2016-02-10', 'bug', 0.0, 0], ['2016-02-10', 'chore', 0.0, 0], ['2016-02-10', 'release', 0.0, 0], ['2016-02-11', 'feature', 0.0, 0], ['2016-02-11', 'bug', 0.0, 0], ['2016-02-11', 'chore', 0.0, 0], ['2016-02-11', 'release', 0.0, 0], ['2016-02-12', 'feature', 0.0, 0], ['2016-02-12', 'bug', 0.0, 0], ['2016-02-12', 'chore', 0.0, 0], ['2016-02-12', 'release', 0.0, 0], ['2016-02-13', 'feature', 0.0, 0], ['2016-02-13', 'bug', 0.0, 0], ['2016-02-13', 'chore', 0.0, 0], ['2016-02-13', 'release', 0.0, 0], ['2016-02-14', 'feature', 0.0, 0], ['2016-02-14', 'bug', 0.0, 0], ['2016-02-14', 'chore', 0.0, 0], ['2016-02-14', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",11.0,1,118,11,"[106121532, 106121560, 106121650, 106121800, 106121832, 111026156, 107417762, 105020812, 105800400, 104581488, 101914406, 104747574, 110684306, 103868516, 102964458, 102624846, 101455128, 101318108, 103144524, 62354622, 90459670, 97312442]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-02-15', 'feature', 0.0, 0], ['2016-02-15', 'bug', 0.0, 0], ['2016-02-15', 'chore', 0.0, 0], ['2016-02-15', 'release', 0.0, 0], ['2016-02-16', 'feature', 0.0, 0], ['2016-02-16', 'bug', 0.0, 0], ['2016-02-16', 'chore', 0.0, 0], ['2016-02-16', 'release', 0.0, 0], ['2016-02-17', 'feature', 0.0, 0], ['2016-02-17', 'bug', 0.0, 0], ['2016-02-17', 'chore', 0.0, 0], ['2016-02-17', 'release', 0.0, 0], ['2016-02-18', 'feature', 0.0, 0], ['2016-02-18', 'bug', 0.0, 0], ['2016-02-18', 'chore', 0.0, 0], ['2016-02-18', 'release', 0.0, 0], ['2016-02-19', 'feature', 0.0, 0], ['2016-02-19', 'bug', 0.0, 0], ['2016-02-19', 'chore', 0.0, 0], ['2016-02-19', 'release', 0.0, 0], ['2016-02-20', 'feature', 0.0, 0], ['2016-02-20', 'bug', 0.0, 0], ['2016-02-20', 'chore', 0.0, 0], ['2016-02-20', 'release', 0.0, 0], ['2016-02-21', 'feature', 0.0, 0], ['2016-02-21', 'bug', 0.0, 0], ['2016-02-21', 'chore', 0.0, 0], ['2016-02-21', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",8.0,1,119,8,"[87998350, 94524232, 88572280, 93060872, 89328254, 96496218, 88754896, 88665966]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-02-22', 'feature', 0.0, 0], ['2016-02-22', 'bug', 0.0, 0], ['2016-02-22', 'chore', 0.0, 0], ['2016-02-22', 'release', 0.0, 0], ['2016-02-23', 'feature', 0.0, 0], ['2016-02-23', 'bug', 0.0, 0], ['2016-02-23', 'chore', 0.0, 0], ['2016-02-23', 'release', 0.0, 0], ['2016-02-24', 'feature', 0.0, 0], ['2016-02-24', 'bug', 0.0, 0], ['2016-02-24', 'chore', 0.0, 0], ['2016-02-24', 'release', 0.0, 0], ['2016-02-25', 'feature', 0.0, 0], ['2016-02-25', 'bug', 0.0, 0], ['2016-02-25', 'chore', 0.0, 0], ['2016-02-25', 'release', 0.0, 0], ['2016-02-26', 'feature', 0.0, 0], ['2016-02-26', 'bug', 0.0, 0], ['2016-02-26', 'chore', 0.0, 0], ['2016-02-26', 'release', 0.0, 0], ['2016-02-27', 'feature', 0.0, 0], ['2016-02-27', 'bug', 0.0, 0], ['2016-02-27', 'chore', 0.0, 0], ['2016-02-27', 'release', 0.0, 0], ['2016-02-28', 'feature', 0.0, 0], ['2016-02-28', 'bug', 0.0, 0], ['2016-02-28', 'chore', 0.0, 0], ['2016-02-28', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",12.0,1,120,12,"[88572990, 82169558, 93579190, 76811168, 78134068, 73299316, 69380568, 78509228, 73744892]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-02-29', 'feature', 0.0, 0], ['2016-02-29', 'bug', 0.0, 0], ['2016-02-29', 'chore', 0.0, 0], ['2016-02-29', 'release', 0.0, 0], ['2016-03-01', 'feature', 0.0, 0], ['2016-03-01', 'bug', 0.0, 0], ['2016-03-01', 'chore', 0.0, 0], ['2016-03-01', 'release', 0.0, 0], ['2016-03-02', 'feature', 0.0, 0], ['2016-03-02', 'bug', 0.0, 0], ['2016-03-02', 'chore', 0.0, 0], ['2016-03-02', 'release', 0.0, 0], ['2016-03-03', 'feature', 0.0, 0], ['2016-03-03', 'bug', 0.0, 0], ['2016-03-03', 'chore', 0.0, 0], ['2016-03-03', 'release', 0.0, 0], ['2016-03-04', 'feature', 0.0, 0], ['2016-03-04', 'bug', 0.0, 0], ['2016-03-04', 'chore', 0.0, 0], ['2016-03-04', 'release', 0.0, 0], ['2016-03-05', 'feature', 0.0, 0], ['2016-03-05', 'bug', 0.0, 0], ['2016-03-05', 'chore', 0.0, 0], ['2016-03-05', 'release', 0.0, 0], ['2016-03-06', 'feature', 0.0, 0], ['2016-03-06', 'bug', 0.0, 0], ['2016-03-06', 'chore', 0.0, 0], ['2016-03-06', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",10.0,1,121,10,"[73742758, 74164236, 74884814, 73729466, 73481446, 68236324, 66839276, 62996422, 67942286, 76619400, 97314790, 98978068]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2016-03-07', 'feature', 0.0, 0], ['2016-03-07', 'bug', 0.0, 0], ['2016-03-07', 'chore', 0.0, 0], ['2016-03-07', 'release', 0.0, 0], ['2016-03-08', 'feature', 0.0, 0], ['2016-03-08', 'bug', 0.0, 0], ['2016-03-08', 'chore', 0.0, 0], ['2016-03-08', 'release', 0.0, 0], ['2016-03-09', 'feature', 0.0, 0], ['2016-03-09', 'bug', 0.0, 0], ['2016-03-09', 'chore', 0.0, 0], ['2016-03-09', 'release', 0.0, 0], ['2016-03-10', 'feature', 0.0, 0], ['2016-03-10', 'bug', 0.0, 0], ['2016-03-10', 'chore', 0.0, 0], ['2016-03-10', 'release', 0.0, 0], ['2016-03-11', 'feature', 0.0, 0], ['2016-03-11', 'bug', 0.0, 0], ['2016-03-11', 'chore', 0.0, 0], ['2016-03-11', 'release', 0.0, 0], ['2016-03-12', 'feature', 0.0, 0], ['2016-03-12', 'bug', 0.0, 0], ['2016-03-12', 'chore', 0.0, 0], ['2016-03-12', 'release', 0.0, 0], ['2016-03-13', 'feature', 0.0, 0], ['2016-03-13', 'bug', 0.0, 0], ['2016-03-13', 'chore', 0.0, 0], ['2016-03-13', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 0, 'rejection_rate': 0, 'kind': 'analytics', 'bugs_created': 0}",2.0,1,122,2,"[107791384, 107791404]",1.0,10
